occurrenceID,basisOfRecord,typeStatus,associatedReferences,institutionCode,taxonRank,collectionCode,recordedBy,recordNumber,identifiedBy,lifeForm,datasetID,matchCodeEpig,matchedNameEpig,decimalLatitude,decimalLongitude,eventDate,changes
UIS:Herbario:14538,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Cadena José J. et al.,33,Jorge Meza Ortiz. 2010,,UIS2024,,,6.016667,-73.15,1997-11-13,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14541,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Murillo José, et al.",3583,Jorge Meza Ortiz. 2010,,UIS2024,,,7.127387,-73.057662,2004-06-20,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14542,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Parada E. J. et al.,70,Jorge Meza Ortiz. 2010,Helecho,UIS2024,,,7.133333,-73.016667,2004-06-20,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14545,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Murillo José, et al.",3589,Luz Amparo Triana Moreno. 2004,,UIS2024,,,7.127387,-73.057662,2004-06-20,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14546,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Murillo José, et al.",3666,J. Murillo. 2004,,UIS2024,,,7.112479,-73.041837,2004-06-22,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14550,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Moreno Edgar.,212,,,UIS2024,,,6.173947,-73.432823,2004-06-12,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14560,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Murillo José, et al.",3634,Luz Amparo Triana Moreno. 2004,,UIS2024,,,7.127387,-73.057662,2004-06-21,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14561,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Murillo José, et al.",3386,Luz Amparo Triana Moreno. 2004,,UIS2024,,,4.857922,-73.298896,2003-11-04,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14562,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Carrillo Merly F.,664,A. León. 2007,,UIS2024,,,7.72270573,-73.45881,2007-07-23,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14565,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,"Esmerald Cristian, et al.",15,Jorge Meza Ortiz. 2010,Helecho,UIS2024,,,7.042014,-72.98226,2004-07-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
