"";"occurrenceID";"country";"countryCode";"stateProvince";"locality";"decimalLatitude";"decimalLongitude";"coordinateUncertaintyInMeters";"datasetID";".ok_for_analysis";"eventDate";"changes";"ok.2";"discardReason"
"11";"HCCL2025_0011";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231046";"-78.351729";1044;"HCCL2025";FALSE;"2009-04-09";"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"12";"HCCL2025_0012";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231927";"-78.33308";990;"HCCL2025";TRUE;"2009-04-09";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"13";"HCCL2025_0013";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231046";"-78.351729";1044;"HCCL2025";FALSE;"2009-04-09";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"14";"HCCL2025_0014";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231046";"-78.351729";1044;"HCCL2025";FALSE;"2009-04-09";"change1: Trimmed whitespace in scientificName (and standardized blanks to NA) | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"15";"HCCL2025_0015";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231047";"-78.351512";1021;"HCCL2025";FALSE;"2009-04-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"16";"HCCL2025_0016";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.237784";"-78.347751";990;"HCCL2025";TRUE;"2009-04-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"17";"HCCL2025_0017";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231047";"-78.351512";1021;"HCCL2025";FALSE;"2009-04-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"18";"HCCL2025_0018";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231047";"-78.351512";1021;"HCCL2025";FALSE;"2009-04-10";"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"19";"HCCL2025_0019";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.240161";"-78.342509";990;"HCCL2025";TRUE;"2009-04-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"20";"HCCL2025_0020";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231047";"-78.351512";1021;"HCCL2025";FALSE;"2009-04-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"21";"HCCL2025_0021";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231331";"-78.350013";868;"HCCL2025";FALSE;"2009-04-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"22";"HCCL2025_0022";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231331";"-78.350013";868;"HCCL2025";FALSE;"2009-04-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"23";"HCCL2025_0023";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.231331";"-78.350013";868;"HCCL2025";FALSE;"2009-04-10";"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"24";"HCCL2025_0024";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.233237";"-78.344462";364;"HCCL2025";FALSE;"2009-10-04";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"25";"HCCL2025_0025";"PERU";"PE";"Cajamarca";"Laguna San Nicolas";"-7.233237";"-78.344462";364;"HCCL2025";FALSE;"2009-04-09";"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"26";"HCCL2025_0026";"PERU";"PE";"Cajamarca";"Cerro Pedrarume";"-6.857123";"-78.133913";14148;"HCCL2025";TRUE;"2011-05-05";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"27";"HCCL2025_0027";"PERU";"PE";"Cajamarca";"Mangash - Cerro Pedrarume";"-5.98138";"-79.816662";712;"HCCL2025";FALSE;"2011-05-05";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"28";"HCCL2025_0028";"PERU";"PE";"Cajamarca";"Jelig";"-6.875599";"-78.118381";437;"HCCL2025";FALSE;"2011-05-06";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"29";"HCCL2025_0029";"PERU";"PE";"Cajamarca";"Jelig";"-6.875599";"-78.118381";437;"HCCL2025";FALSE;"2011-05-06";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"30";"HCCL2025_0030";"PERU";"PE";"Cajamarca";"Jelig";"-6.865382";"-78.114185";2789;"HCCL2025";TRUE;"2011-05-06";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"31";"HCCL2025_0031";"PERU";"PE";"Cajamarca";"El Lanche";"-6.141524";"-79.035494";640;"HCCL2025";FALSE;"2011-05-06";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"32";"HCCL2025_0032";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.773747";"-78.182325";348;"HCCL2025";TRUE;"2011-05-07";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"33";"HCCL2025_0033";"PERU";"PE";"Cajamarca";"Caserio El Lanche";"-6.876837";"-78.116623";348;"HCCL2025";TRUE;"2011-05-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"34";"HCCL2025_0034";"PERU";"PE";"Cajamarca";"Caserio El Lanche - Jelig";"-6.886345";"-78.117127";348;"HCCL2025";TRUE;"2011-05-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"35";"HCCL2025_0035";"PERU";"PE";"Cajamarca";"Jelig";"-6.875599";"-78.118381";437;"HCCL2025";FALSE;"2011-05-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"36";"HCCL2025_0036";"PERU";"PE";"Cajamarca";"Caserio Mangash";"-6.855759";"-78.125143";1210;"HCCL2025";TRUE;"2011-05-12";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"37";"HCCL2025_0037";"PERU";"PE";"Cajamarca";"Caserio Mangash";"-6.85633";"-78.123293";1210;"HCCL2025";TRUE;"2011-05-12";"change1: Trimmed whitespace in scientificName (and standardized blanks to NA) | change2: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change3: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"38";"HCCL2025_0038";"PERU";"PE";"Cajamarca";"Caserio Mangash";"-6.856447";"-78.123851";1210;"HCCL2025";TRUE;"2011-05-12";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"39";"HCCL2025_0039";"PERU";"PE";"Cajamarca";"Mangash - Cerro Pedrarume";"-5.98138";"-79.816662";712;"HCCL2025";FALSE;"2011-06-07";"change1: Trimmed whitespace in scientificName (and standardized blanks to NA) | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"40";"HCCL2025_0040";"PERU";"PE";"Cajamarca";"Jelig";"-6.875599";"-78.118381";437;"HCCL2025";FALSE;"2011-06-13";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
